game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads
Without a Dawn,96,99,"19 May, 2025",Jesse Makkonen,"Visual Novel, Horror, Story Rich",win,"English, Simplified Chinese, Turkish",4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.3,1,2,3900
Interrogation: You will be deceived,78,295,"5 Dec, 2019",Critique Gaming,"Management, RPG, Visual Novel","win, mac, linux",English,7.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.08,3,7,31000
Wolcen: Lords of Mayhem,55,61571,"13 Feb, 2020",WOLCEN Studio,"Action, RPG, Roguelike",win,"English, German, French, Russian, Simplified Chinese, Portuguese - Brazil, Spanish - Spain, Polish, Hungarian, Korean, Japanese",14.99,"Single-player, Family Sharing",17,2.76,3,33,2030000
Battlestar Galactica Deadlock,86,2448,"31 Aug, 2017",Black Lab Games,"Strategy, Turn-Based, War, Simulation",win,"English, French, German, Spanish - Spain, Russian",18.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.38,4,30,213000
Idle Colony,81,360,"16 Dec, 2024",Faith G.,"Automation, Strategy, Simulation",win,English,3.59,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.0,2,15,54500
Inn Tycoon,80,370,"26 Aug, 2024",Evil Goose Games,"Early Access, Management, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Turkish, Traditional Chinese",3.75,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.11,2,9,24100
Yog-Sothoth’s Yard,93,8583,"20 Oct, 2023",Bone Nail,"Simulation, Visual Novel, RPG",win,"English, Simplified Chinese",4.99,"Single-player, Family Sharing",17,4.11,1,40,349900
The Room Three,95,11649,"13 Nov, 2018",Fireproof Games,"Puzzle, Adventure, Horror",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Turkish",3.59,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.92,3,8,552000
Genome Guardian,94,592,"8 May, 2024",Alpherior,"Action, Shooter, Roguelike",win,English,6.59,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.64,3,29,41000
Wantless : Solace at World’s End,88,226,"16 May, 2024",Drop Rate Studio,"Tactical, RPG, Turn-Based",win,English,9.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.76,4,34,16000
Kathy Rain: Director's Cut,94,778,"26 Oct, 2021",Clifftop Games,"Adventure, Pixel Graphics, Story Rich","win, mac, linux","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese",7.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.75,3,7,85000
Chicken Invaders 5,97,869,"13 Mar, 2015",InterAction studios,Shooter,"win, mac","English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian",3.59,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",10,3.5,3,10,92000
ADOM (Ancient Domains Of Mystery),87,1186,"16 Nov, 2015",Thomas Biskup,"Roguelike, CRPG, Turn-Based","win, mac, linux",English,7.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",10,3.71,3,80,99000
迷离诡夜 blurred weird night,81,265,"17 Nov, 2023",QSN,"Adventure, FPS, Puzzle, Horror",win,"English, French, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Portugal, Korean",6.0,"Single-player, Family Sharing",17,3.12,3,18,11000
Zoonomaly,76,742,"6 Mar, 2024",LIGHTS ARE OFF LLC,"Horror, Puzzle, Action, Adventure",win,English,3.59,"Single-player, Family Sharing",17,2.85,4,4,35900
Rift Riff,98,175,"9 May, 2025",Adriaan de Jongh,"Strategy, Building, Action","win, mac, linux","English, French, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",3.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0,4.44,4,13,8400
MX vs ATV Legends,77,2350,"28 Jun, 2022",Rainbow Studios,"Driving, Sports, Realistic",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Polish, Russian",18.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,4.07,5,57,89700
Leo’s Fortune - HD Edition,91,384,"8 Sep, 2015",1337 & Senri AB,"Adventure, Puzzle, Platformer, Cute","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",6.99,"Single-player, Steam Achievements, Steam Leaderboards, Remote Play on TV, Family Sharing",0,4.16,3,9,69100
Beer Simulator,86,189,"31 May, 2024",KolbasinoGames,"Simulation, 2D",win,"English, Russian",0.89,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",17,2.98,1,7,10000
SCP: Fragmented Minds,92,747,"27 Jan, 2025",HST Studios,"Early Access, Horror, FPS, Combat",win,English,4.99,"Single-player, Family Sharing",17,3.74,3,5,39100
Refind Self: The Personality Test Game,87,3027,"14 Nov, 2023",Lizardry,"Visual Novel, Story Rich, Anime, Pixel Graphics",win,"English, Japanese, Simplified Chinese, Traditional Chinese, Korean, French, Italian, German, Spanish - Spain",4.49,"Single-player, Family Sharing",13,2.8,1,3,147800
FlyKnight,96,7363,"31 Jan, 2025",Wabbaboy,"Souls-like, Action, RPG, Combat",win,"English, Spanish - Spain",3.59,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.66,3,4,357100
House Builder,79,1991,"15 Jan, 2024",FreeMind S.A.,"Simulation, Adventure, Building, Puzzle",win,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Arabic, Bulgarian, Traditional Chinese, Czech, Danish, Finnish, Greek, Spanish - Latin America, Dutch, Japanese, Korean, Norwegian, Portuguese - Portugal, Portuguese - Brazil, Romanian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Hungarian, Croatian, Estonian, Hindi, Lithuanian, Mongolian, Slovak",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",10,2.37,4,40,155900
Papa's Freezeria Deluxe,99,10400,"31 Mar, 2023",Flipline Studios,"Management, Simulation",win,English,3.59,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.25,1,10,316800
Bright Memory,90,29836,"25 Mar, 2020",FYQD-Studio,"FPS, Souls-like, Action",win,"English, Simplified Chinese, Japanese, German, Russian, Spanish - Latin America, Portuguese - Brazil, French",4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.34,3,2,1690000
Outlaws + A Handful of Missions,94,660,"31 Mar, 1997",LucasArts,"Action, FPS",win,English,3.59,"Single-player, Steam Cloud, Family Sharing",13,3.9,2,12,30000
Dollar,80,921,"12 Jul, 2024",DollarDev,"Management, 2D",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Afrikaans, Albanian, Amharic, Armenian, Assamese, Azerbaijani, Bangla, Basque, Belarusian, Bosnian, Catalan, Cherokee, Croatian, Dari, Estonian, Filipino, Galician, Georgian, Gujarati, Hausa, Hebrew, Hindi, Icelandic, Igbo, Irish, K'iche', Kannada, Kazakh, Khmer, Kinyarwanda, Konkani, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Persian, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Quechua, Scots, Serbian, Sindhi, Sinhala, Slovak, Slovenian, Sorani, Sotho, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Urdu, Uyghur, Uzbek, Valencian, Welsh, Wolof, Xhosa, Yoruba, Zulu",0.89,"Single-player, Online Co-op, Steam Achievements, Steam Workshop",0,2.56,1,29,34400
VERGE:Lost chapter,52,1589,"2 Oct, 2015",GDNomaD,"Simulation, Horror, Adventure",win,"English, Russian",0.89,"Single-player, Steam Trading Cards, Family Sharing",17,1.53,2,4,182000
Survive on Raft,65,980,"5 Jul, 2019",Megame LLC,"Management, Survival, Crafting, Simulation",win,"English, Russian, French, Italian, German, Spanish - Spain, Vietnamese, Polish, Portuguese - Portugal, Romanian, Turkish, Ukrainian, Japanese, Simplified Chinese, Traditional Chinese",4.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",13,3.0,3,12,61000
Haunted: Attack of the Dead Men,84,13,"6 Aug, 2024",GameBeast Productions,"War, FPS, Action","win, linux",English,6.59,"Single-player, Steam Achievements, Family Sharing",13,3.02,2,4,390
Pixel Car,52,23,"1 Nov, 2017",azimuth team,"Driving, 2D",win,English,0.89,"Single-player, Shared/Split Screen PvP, Steam Achievements, Remote Play Together, Family Sharing",0,1.72,2,1,27000
Touhou ~Red Empress Devil.,74,326,"7 Mar, 2025",STUDIO POCO,"Roguelike, Pixel Graphics",win,"English, Simplified Chinese, Japanese, Traditional Chinese, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal, Polish, Russian, Korean",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,1.94,4,2,14100
Battle Fantasia -Revised Edition-,68,185,"8 Jul, 2015",Arc System Works,"Fighting, 2D, Action, Anime",win,"English, French, Italian, German, Spanish - Spain, Japanese",14.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",10,1.96,3,9,62000
Growbot,86,116,"21 Oct, 2021",Wabisabi Play,"Adventure, Puzzle, Cute","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese",10.49,"Single-player, Steam Achievements, Family Sharing",0,3.13,2,4,5700
Damascus Gear Operation Tokyo HD,48,37,"9 Aug, 2017",Arc System Works,"Action, Roguelike",win,"English, Japanese",14.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,1.31,3,8,1700
Auto Rogue,94,221,"23 May, 2025",定期的な宝物,"Roguelike, Automation, 2D",win,"English, Japanese",3.99,"Single-player, Family Sharing",0,4.5,4,10,7300
La-Mulana,79,1929,"15 Apr, 2013",NIGORO,"Platformer, Puzzle, Action","win, mac, linux","English, Japanese, Russian, Spanish - Spain",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.99,4,39,278200
Nobodies: Murder Cleaner,92,331,"30 Sep, 2019",Blyts,"Puzzle, Adventure","win, mac, linux","English, French, Italian, German, Spanish - Spain, Russian, Spanish - Latin America, Portuguese - Brazil, Korean, Simplified Chinese, Japanese, Polish, Turkish, Vietnamese",6.99,"Single-player, Steam Achievements, Family Sharing",13,4.31,4,14,20000
April 24th,86,663,"24 Apr, 2024",NOBODY,"Simulation, Horror",win,"English, Russian, Spanish - Spain",2.49,"Single-player, Steam Achievements, Family Sharing",17,3.56,3,2,29000
Janosik 2,96,32,"9 Dec, 2024",Onix Games,"Action, Adventure, Platformer, 2D",win,"English, French, German, Spanish - Spain, Polish, Russian, Slovak, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Portuguese - Brazil, Portuguese - Portugal, Romanian, Simplified Chinese, Spanish - Latin America, Swedish, Turkish, Ukrainian, Italian",4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.61,3,23,1300
Internet Cafe & Supermarket Simulator 2024,81,806,"13 Sep, 2024",SmartPlayGames,"Simulation, Building, Management",win,"English, French, Italian, German, Russian, Turkish, Japanese, Polish, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain, Portuguese - Brazil, Danish, Ukrainian, Hungarian, Indonesian, Norwegian, Czech, Swedish, Romanian, Finnish, Dutch, Portuguese - Portugal, Spanish - Latin America, Vietnamese",5.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.89,3,44,50000
First Date : Late To Date,82,771,"19 Aug, 2022",Digital Fossil,"Adventure, Visual Novel, Simulation",win,"English, Russian, Turkish, Spanish - Spain, Simplified Chinese, Arabic",1.1,"Single-player, Steam Achievements, Family Sharing",17,2.31,1,4,49800
A Building Full of Cats,98,3661,"7 Jul, 2022",Devcats,"Puzzle, Cute","win, linux","English, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, French, German, Russian, Spanish - Latin America, Spanish - Spain, Traditional Chinese, Hungarian, Polish, Turkish, Dutch, Italian",1.2,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.41,1,1,120300
METAGAL,68,135,"23 May, 2016",RetroRevolution,"Action, Pixel Graphics, 2D, Platformer","win, mac","English, Italian, Simplified Chinese, Thai",3.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",10,3.29,4,17,9400
Clothing Store Simulator,92,980,"17 Jun, 2024",Kiki Games,"Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian",3.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",10,3.71,3,27,47100
Cat Cafe Manager,86,1917,"14 Apr, 2022",Roost Games,"Simulation, Management, Strategy",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese",9.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.33,4,12,131000
Absolute Drift,90,2041,"29 Jul, 2015",Funselektor Labs Inc.,"Driving, Simulation","win, mac, linux",English,6.59,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0,3.43,4,8,198500
GemCraft - Frostborn Wrath,88,2532,"10 Jan, 2020",Game in a Bottle,"Strategy, Tactical, Fantasy, 2D",win,English,7.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.13,4,40,152000
Tales of Monkey Island: Complete Season,88,609,"7 Jul, 2009",Telltale,"Adventure, Puzzle, Story Rich",win,English,7.99,"Single-player, Family Sharing",10,3.68,2,6,52900
Kozue's Strange Journey,86,208,"7 Aug, 2020",Asakiyumemishi,"Anime, JRPG",win,"English, Simplified Chinese, Japanese",1.3,"Single-player, Steam Cloud, Family Sharing",13,2.47,1,25,21200
Loretta's Brand-New Job,72,110,"22 Jul, 2023",AVANTGARDE,"Sexual Content, JRPG",win,"English, Japanese, Simplified Chinese",1.3,"Single-player, Steam Cloud, Family Sharing",17,2.27,1,4,10400
World of Football,86,123,"20 Nov, 2024",Vault Game Studio,Sports,win,"English, Portuguese - Brazil, Italian, Polish, Turkish, Spanish - Spain",4.99,"Single-player, Online PvP, Family Sharing",0,2.91,3,46,4200
Eris Dysnomia,91,212,"19 Aug, 2023",Above a Damage Tile,"Sexual Content, RPG, Anime, 2D",win,"English, Japanese, Simplified Chinese",1.0,"Single-player, Steam Cloud, Family Sharing",17,3.5,2,6,15000
Tear and the Library of Labyrinths,91,306,"7 Nov, 2020",Acerola,"Sexual Content, JRPG, Adventure, Anime",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,3.71,1,13,30800
DISTRAINT 2,96,3605,"13 Nov, 2018",Jesse Makkonen,"Horror, Story Rich, 2D, Adventure",win,"English, French, Finnish, Portuguese - Brazil, Korean, Russian, Turkish, German, Spanish - Spain, Polish, Simplified Chinese, Italian, Japanese",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.62,2,4,214000
Puzzline,100,117,"4 Nov, 2022",Aineko Games,"Card Game, Strategy, 2D","win, mac","English, Japanese, Traditional Chinese, Simplified Chinese, Korean",3.99,"Single-player, Online PvP, Steam Achievements, Family Sharing",13,4.55,4,12,9600
Creepy Shift: Roadside Diner,89,84,"28 Oct, 2024",Night Shift Team,"Survival, Horror, Realistic",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Portuguese - Brazil, Turkish",3.99,"Single-player, Steam Achievements, Family Sharing",17,3.66,3,5,4500
Guts and Glory,82,1773,"19 Jul, 2018",HakJak,"Action, Driving, Open World, Sandbox","win, mac, linux","English, French, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean, Portuguese - Brazil, Russian",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Family Sharing",17,3.28,5,26,220000
Tacoma,87,2906,"2 Aug, 2017",Fullbright,"Simulation, Story Rich, Adventure","win, mac, linux","English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Italian, Simplified Chinese",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,3.42,1,4,169800
The Surge 2,77,6533,"24 Sep, 2019",Deck13,"Souls-like, RPG, Action, Open World",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Korean, Japanese, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Czech",20.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,3.56,4,33,614900
ATTA -Spot the Oddities in the Strange Hotel-,85,85,"27 Feb, 2024",IDEA FRUITION,"Simulation, Action, Horror, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Finnish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean",2.99,"Single-player, Family Sharing",13,3.91,2,3,4900
Italian Brainrot: In Prison,100,22,"25 May, 2025",ShLeks,"Survival, Horror",win,"English, French, Italian, German, Arabic, Portuguese - Brazil, Vietnamese, Simplified Chinese, Korean, Polish, Russian, Turkish, Japanese",1.0,"Single-player, Steam Achievements, Family Sharing",17,4.28,2,1,280
The Fridge is Red,55,122,"27 Sep, 2022",5WORD Team,"Adventure, Puzzle, Story Rich",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Korean, Russian, Japanese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,2.23,3,8,6400
Shephy,75,176,"4 Aug, 2017",Arc System Works,"Card Game, Cute",win,"English, Simplified Chinese, Japanese, Korean",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,4.33,5,49,38000
Yokai Art: Night Parade of One Hundred Demons,90,1022,"29 Sep, 2022",Secret Labo,"Sexual Content, Strategy, Roguelike",win,"English, Japanese, Simplified Chinese, Traditional Chinese, Russian, Thai, Spanish - Spain, Spanish - Latin America",3.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.19,3,21,52000
Samurai Bringer,87,933,"21 Apr, 2022",ALPHAWING Inc.,"Fighting, Action, Roguelike",win,"English, Japanese, Simplified Chinese, Traditional Chinese",5.79,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.77,3,10,93000
Dishonored,97,62352,"12 Oct, 2012",Arkane Studios,"Stealth, Action, Story Rich, FPS",win,"English, German, French, Italian, Spanish - Spain",5.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,4.03,3,24,6350000
Tofas Sahin: Online Car Driving,63,517,"15 Feb, 2023",Yusuf Islam Seyhan,"Action, Driving, Simulation",win,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Romanian, Turkish, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Ukrainian, Vietnamese",0.89,"Single-player, Online PvP, Cross-Platform Multiplayer, Family Sharing",0,1.88,3,1,19000
Warhammer Underworlds - Shadespire Edition,71,1037,"21 Apr, 2020",Steel Sky Productions,"Turn-Based, Tactical, Card Game",win,"English, French, Italian, German, Spanish - Spain, Russian",29.99,"Online PvP, Family Sharing",13,2.36,4,20,73100
Undead Horde,86,1087,"15 May, 2019",10tons Ltd,"RPG, Action, Adventure, Fantasy","win, mac, linux","English, Spanish - Spain, Simplified Chinese, French, German, Finnish, Japanese, Korean, Portuguese - Brazil, Russian",8.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",13,3.25,2,10,173600
The Plague Doctor of Wippra,88,289,"5 Oct, 2022",Electrocosmos,"Pixel Graphics, Adventure, Story Rich","win, mac, linux","English, German, French, Italian, Spanish - Spain, Portuguese - Brazil",5.79,"Single-player, Steam Achievements, Family Sharing",13,3.75,2,6,32000
Drive 21,54,446,"21 Dec, 2022",Quadfix Games,"Simulation, Driving, Open World",win,"English, Turkish",1.5,"Single-player, Family Sharing",0,1.68,2,3,19200
A Game About Digging A Hole,89,13276,"7 Feb, 2025",DoubleBee,"Adventure, Sandbox, Crafting, Simulation",win,"English, German, French, Italian, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Polish, Russian",2.99,"Single-player, Steam Achievements, Family Sharing",10,3.63,1,4,807700
Rising Star 2,94,550,"12 Aug, 2020",Gilligames,"Management, Simulation, Strategy, RPG","win, mac","English, Japanese, Korean, Simplified Chinese, Russian, Portuguese - Brazil",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.53,3,51,17900
Cube Escape: Paradox,97,10532,"20 Sep, 2018",Rusty Lake,"Puzzle, Horror, Adventure, Story Rich","win, mac","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Danish, Japanese, Korean, Dutch, Polish, Russian, Turkish",0.0,"Single-player, Steam Achievements, Steam Cloud",0,3.84,3,6,1090000
The Unliving,63,689,"26 Oct, 2023",RocketBrush Games,"RPG, Action, Adventure, Roguelike",win,"English, Russian, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese",8.99,"Single-player, Steam Achievements, Family Sharing",13,2.4,3,28,61000
Kindergarten,96,8475,"15 Jun, 2017",Con Man Games,"Pixel Graphics, Adventure, Strategy","win, mac, linux","English, Spanish - Spain",2.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.83,3,9,462700
Lunch Lady,86,9470,"15 Apr, 2021",Manic Mice,"Horror, Action, Survival",win,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Swedish",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",17,3.33,3,4,708900
Steam Engine Simulator,98,8258,"7 Jun, 2023",Ektorom Software Inc.,"Simulation, 2D, Realistic",win,English,0.0,"Single-player, Steam Achievements, Steam Cloud, Stats",0,4.17,2,41,247800
From The Past,73,82,"18 Jan, 2025",JustTomcuk,"Horror, Simulation, Adventure, Realistic",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Indonesian, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",2.99,"Single-player, Family Sharing",17,2.69,2,1,2600
Lycans,92,264,"4 Dec, 2023",Onu Games,"Action, Strategy, Survival",win,"English, French",2.99,"Online PvP, Online Co-op, Family Sharing",13,4.0,3,10,32000
The WILDS,77,462,"15 Feb, 2022",Gluten Free Games,"Early Access, Open World, Survival",win,English,2.99,"Single-player, Steam Achievements, Family Sharing",10,3.76,2,11,24600
Mystic Rest Stop,64,45,"12 Jan, 2025",Catire Games Studio,"Horror, Simulation",win,"English, Spanish - Spain",2.49,"Single-player, Family Sharing",17,2.0,2,1,1600
她杀 - The Suspected Murder,82,35,"14 Feb, 2025",麻辣工作室 Spicy Games,"Puzzle, Visual Novel, Story Rich, Adventure, 2D",win,"English, Simplified Chinese",4.99,"Single-player, Steam Achievements, Family Sharing",17,3.25,4,7,1700
The Boba Teashop,97,375,"21 Apr, 2025",Mike Ten,"Horror, Action, Management",win,"English, Simplified Chinese, Japanese, German, Korean, Russian, Portuguese - Brazil, Spanish - Latin America",2.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",17,4.47,2,2,14100
Return to Castle Wolfenstein,92,7228,"20 Nov, 2001",Gray Matter Studios,"FPS, Action, War",win,English,2.99,"Single-player, Steam Cloud, Family Sharing",17,3.9,3,20,1400000
ALTF4,80,9376,"12 Nov, 2021",PUMPKIM,"Survival, Platformer, Roguelike",win,"English, Spanish - Spain, Russian, Simplified Chinese, Korean, French, German, Japanese, Traditional Chinese, Turkish",2.99,"Single-player, Shared/Split Screen PvP, Steam Achievements, Remote Play Together, Family Sharing",17,3.43,5,11,781600
Paranormal Cleanup,80,405,"16 Feb, 2023",Manic Mice,"Early Access, Horror, Action, Stealth",win,English,2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",17,4.22,4,30,38500
Heretic: Shadow of the Serpent Riders,94,1069,"4 Aug, 2007",Raven Software,"FPS, Action, Fantasy, 2.5D",win,English,2.99,"Single-player, Steam Cloud, Family Sharing",13,3.98,3,17,115000
Dead Rising Deluxe Remaster,82,2477,"19 Sep, 2024","CAPCOM Co., Ltd.","Action, Adventure, Sandbox, Combat",win,"English, French, Italian, German, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean, Polish, Arabic",37.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",17,2.67,3,16,134000
Saturnalia,91,69,"8 Nov, 2023",Santa Ragione,"Adventure, Action, Horror","win, mac","English, French, Italian, German, Spanish - Spain, Simplified Chinese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.0,3,5,19600
